id,artist_name,song_title,lyrics,parent_id,chunk_order,
Lupe Fiasco|||Lamborghini Angels|||7|||3,Lupe Fiasco,Lamborghini Angels,"With her eyes to the ceiling and a needle in her brain
He looks back into the crowd, wipes the blood and then explains
How she slipped from this existence to the realm of the deranged
Her becoming must be halted to reverse what she became
From the looseness of her tongue, to the pollution of her aims
To do nothing is barbaric, the solution is humane
You must destroy the mind and hopefully retrain
You torture out the wildness, then replace it with the tame
Blank slate when she recovers, she won't even know her name
Perfect wife and perfect lover, no resistance, no complaints
May God bless the scientific cure for the insane
Knew she couldn't go to school, but she thought that that should change",Lupe Fiasco|||Lamborghini Angels|||7,3,
Lupe Fiasco|||Lamborghini Angels|||7|||4,Lupe Fiasco,Lamborghini Angels,"With his crucifix inside his pocket said his mission is divine
Put his Bible on the bed and then he touched on his behind
Told him take off all his clothes and put your penis next to mine
Now the little boy think it's normal because they do this all the time
With no life inside his body now he finally think he?™s safe
But they cut off all his fingers while they piss all in his face
He take pictures with his killers then they sneak back to the states
Now he sit next to the picture of his wife when she was raped
With the teleprompter rolling he looks right into the lens
Doesn?™t mention his redemption but absolves him of his sins
He forgives them in advance says that he will do again",Lupe Fiasco|||Lamborghini Angels|||7,4,
Lupe Fiasco|||Lamborghini Angels|||7|||5,Lupe Fiasco,Lamborghini Angels,"My fellow Americans...
<\Lyric>```",Lupe Fiasco|||Lamborghini Angels|||7,5,
Lupe Fiasco|||Old School Love|||8|||0,Lupe Fiasco,Old School Love,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Old School Love <\Song title>
<Lyric> 
Give me that old school love right now
You know when I hold you, you won?™t be alone
As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now",Lupe Fiasco|||Old School Love|||8,0,
Lupe Fiasco|||Old School Love|||8|||1,Lupe Fiasco,Old School Love,"Give me that late 80s early 90s old school
Feeling like my second album, so cool
Chiraq summer looking so cruel
Look shorty in the eye, told me it was no rules
Went to speak but was like never mind
Let my mind just sneak back to a better time
When I was his age and if he's ever mine
Thinking he would only think back to this and never find
Better times to think back to when it comes
And he's older in the presence of somebody young
Telling him the same things that he told me
And he reacts the same way as that OG
But it's old school, it's like '03
And this old man is my old me
Takes a long time to happen so fast
To realize that your future is somebody else's past
Wassup...",Lupe Fiasco|||Old School Love|||8,1,
Lupe Fiasco|||Old School Love|||8|||2,Lupe Fiasco,Old School Love,"As long as I'm here, as long as you love me
Give me that old school love right now
As long as I'm here, as long as you love me
Give me that old school love right now",Lupe Fiasco|||Old School Love|||8,2,
Lupe Fiasco|||Old School Love|||8|||3,Lupe Fiasco,Old School Love,"Analog black vinyl spinning sounding so good
Top down, can't be a classic if it's no wood
If you don't know what, then you new school
Floor model is the foundation for your YouTubes
Model flows off of Fat Boys and Juice Crews
Melle Mel's, Ice-T's, and the 2 Cools
Add a Moe Dee and a Double L
Had to walk cause it's hard to run in those unbuckled shells
One microphone and a couple 12s
Six drum sounds and a couple bells
Is all you had to make a couple rails
And that's a track, and if you want a (eeeeeeeh)
You have to make it like that
Now what's one turtle to a couple snails?
Takes a long time to happen so fast
And realize your future is somebody else's past
Wassup...",Lupe Fiasco|||Old School Love|||8,3,
Lupe Fiasco|||Old School Love|||8|||4,Lupe Fiasco,Old School Love,"Chiraq summer looking so cruel
How can I reel-to-reel when there's Pro Tool?
I can't dig it at all because there's no tube
Fire when you speak but ain't no warmth in your vocals
Might have been a better rhyme then just never mind
If it's better with time then think in line
That you're going to be your nicest 'round your midlife crisis
If you're life like Christ live your midlife like it's... Christ-like
Nigga I ain't psychic
I know it's all a cycle and everybody bike it
And France is enormous you're Lance with endorsements
But you might need a hand to enhance your performance
Consider this a kilogram of encouragement
Teach you how to sneak it past the enforcement
And when you get it through in a manner so cool
Remember to give a little nod to the old school
Wassup...",Lupe Fiasco|||Old School Love|||8,4,
Lupe Fiasco|||Old School Love|||8|||5,Lupe Fiasco,Old School Love,"Give me your old school love right now
I'm leaving it all up to you darling, giving you everything you want
And give me that old school love right now
You know that only you and me alone...
<\Lyric>```",Lupe Fiasco|||Old School Love|||8,5,
Lupe Fiasco|||Adoration of the Magi|||9|||0,Lupe Fiasco,Adoration of the Magi,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Adoration of the Magi <\Song title>
<Lyric> 
You're so smart, you're like, a contemporary museum of art
That farts, that's harsh, narcissism, on narcotics
On sharp objects in large pockets
At dark, you ain't gotta hide it, keep it, ""Metal Gear Solid""
Lead the leaders, that's how you file it, then clobber it
Low on energy, find peach cobbler then gobble it, yeah
It's food in them drums and boxes
If you beat 'em up then they'll drop it
And they'll rapidly flicker till they disappear
Blinking gradually quickens 'til they isn't here
And that's da da da da da da da da da da...
Just to be back in, reincarnated, exact twin
Exact ten, exact twelve
Ba ba ba ba ba ba ba ba ba ba (Exact self)
Do I really gotta say it? Didn't we all play it?
Dojo, Abobo, over shoulder throw, polo
Billy, Jimmy, even on the low low",Lupe Fiasco|||Adoration of the Magi|||9,0,
Lupe Fiasco|||Adoration of the Magi|||9|||1,Lupe Fiasco,Adoration of the Magi,"Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
These Magi adore you, Adoration of the Magi
These Magi adore you
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby",Lupe Fiasco|||Adoration of the Magi|||9,1,
Lupe Fiasco|||Adoration of the Magi|||9|||2,Lupe Fiasco,Adoration of the Magi,"Now let's vogue (Vogue) mountain pose (Pose)
Downward facing dog (Pose) warrior pose (Pose)
Tree pose, bridge pose (Pose, pose)
Triangle pose, seated twist (Pose, pose)
Upward facing dog (Pose, pose) pigeon pose
In this bitch, that's vulgar, that's yoga
Let's try it again with clothes, and closer, enclosure, exposures
Quiet is kept like Rosicrucian meet Cosa Nostras on Oprah's sofa
With both controllers watchin' Gazans and Ashkenazis ride roller coasters
Say yeah, yeah, lots of options, now up is down, two player
Now A is jump and B is punch, you seein' somethin' that wasn't there
To find friendliness in a nemesis, it's a old test
Three buttons, see somethin', that's emphasis on Genesis, oh yeah",Lupe Fiasco|||Adoration of the Magi|||9,2,
Lupe Fiasco|||Adoration of the Magi|||9|||3,Lupe Fiasco,Adoration of the Magi,"Can't be eyes closed when you side scroll
You not the first person
The first person from your first curse until your first cursive
And your curse words is in the curve version
It occurs virgin is the word version
That refers perfect to the first person
In the third verse, who's really me
In the third person but prefers the first one
That's me, again
Master cleanse in a syringe
From a gerber until your first burger
Pamper to her depends
Everything between is just drawers
Even in between is no loss
Even where the king is no boss
Meet it with a swing it's so south, yeah
Unless you Bamm Bamm
Knocking them pitches into the grand stands
In the club, watching the women just do them handstands
Like you a man's man
That's washing down a ham with the Zam Zam
Who got a baby in here with these strippers?
She's two weeks pregnant
Didn't even know, he's dancing with her, damn...
<\Lyric>```",Lupe Fiasco|||Adoration of the Magi|||9,3,
"Lupe Fiasco|||Kick, Push|||10|||0",Lupe Fiasco,"Kick, Push","```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Kick, Push <\Song title>
<Lyric> 
Ugh! (Woo!)
What up, y'all? Yeah
(Soundtrakk, what's poppin', baby?)
Woo! (Ugh)
If y'all ain't know
I go by the name of Lupe Fiasco
(Kick, push, coast)
Representing that First and Fifteenth, yeah, uh
And this one right here (Woo!)
I dedicate this one right here (Uproxx...)
To all my homies out there grinding
You know what I'm saying? Legally and illegally, haha
You know what I'm talking about? (Woo!)
So, check it out, uh","Lupe Fiasco|||Kick, Push|||10",0,
"Lupe Fiasco|||Kick, Push|||10|||1",Lupe Fiasco,"Kick, Push","First got it when he was six, didn't know any tricks
Matter of fact, first time he got on it, he slipped
Landed on his hip and busted his lip
For a week he had to talk with a lisp, like thisss... (Ugh)
Now we can end the story right here
But shorty didn't quit, it was something in the air (Ugh)
Yeah, he said it was something so appealing
He couldn't fight the feeling, something about it
He knew he couldn't doubt it, couldn't understand it
Branded, since the first kickflip he landed, ugh (Woo)
Labeled a misfit, a bandit
Ka-kunk, ka-kunk, ka-kunk; his neighbors couldn't stand it
So, he was banished to the park
Started in the morning, wouldn't stop 'til after dark, yeah
When they said ""It's getting late in here
So I'm sorry, young man, there's no skating here""","Lupe Fiasco|||Kick, Push|||10",1,
"Lupe Fiasco|||Kick, Push|||10|||2",Lupe Fiasco,"Kick, Push","And so he kick, push, kick, push
Kick, push, kick, push; coast...
And away he rolled
Just a rebel to the world with no place to go
And so he kick, push, kick, push
Kick, push, kick, push; coast...
So come and skate with me
Just a rebel looking for a place to be","Lupe Fiasco|||Kick, Push|||10",2,
"Lupe Fiasco|||Kick, Push|||10|||3",Lupe Fiasco,"Kick, Push","So let's kick... (Ugh)
And push (Y-yeah, y-yeah-yeah)
And coast
Uh, uh, uh (Y-yeah, y-yeah-yeah)","Lupe Fiasco|||Kick, Push|||10",3,
"Lupe Fiasco|||Kick, Push|||10|||4",Lupe Fiasco,"Kick, Push","My man got a little older, became a better roller
Yeah, no helmet, hell bent on killing himself
Is what his mama said, but he was feeling himself
Got a little more swagger in his style
Met his girlfriend, she was clapping in the crowd
Love is what-what was happening to him now, ugh!
He said ""I would marry you
But I'm engaged to these aerials and varials
And I don't think this board is strong enough to carry two""
She said ""Bow! I weigh a hundred and twenty pounds"" (Woo!)
""Now, let me make one thing clear
I don't need to ride yours, I got mine right here""
So she took him to a spot he didn't know about
Some odd-end apartment parking lot
She said ""I don't normally take dates in here""
Security came and said ""I'm sorry, there's no skating here""","Lupe Fiasco|||Kick, Push|||10",4,
"Lupe Fiasco|||Kick, Push|||10|||5",Lupe Fiasco,"Kick, Push","And so they kick, push, kick, push
Kick, push, kick, push; coast...
And away they roll
Just lovers intertwined with no place to go
And so they kick, push, kick, push
Kick, push, kick, push; coast...
So come and skate with me
Just a rebel looking for a place to be","Lupe Fiasco|||Kick, Push|||10",5,
"Lupe Fiasco|||Kick, Push|||10|||6",Lupe Fiasco,"Kick, Push","So let's kick (Ugh, ugh)
And push, yeah, yeah (Woo, woo)
And coast... (Yeah, ugh!)
(Haha, swanky)
Yeah, yeah!","Lupe Fiasco|||Kick, Push|||10",6,
"Lupe Fiasco|||Kick, Push|||10|||7",Lupe Fiasco,"Kick, Push","Before he knew, he had a crew that wasn't no punk
In they Spitfire shirts and SB dunks
They would push 'til they couldn't skate no more
Office building lobbies wasn't safe no more
And it wasn't like they wasn't getting chased no more
Just the freedom was better than breathing, they said (They said...)
An escape route they used to escape out
When things got crazy, they needed to break out
They'd head... to any place with stairs
Any good grinds, the world was theirs, ugh!
And their four wheels would take them there
Until the cops came and said, ""There's no skating here""","Lupe Fiasco|||Kick, Push|||10",7,
